full address,latitude,longitude,Pojemnosc,Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Ilość poj.,Kod odpadu,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups,outliner,new_frequency
"Poland, 96-313, Kady, Dragońska, 12",52.110347747802734,20.677663803100586,54.0,BHC,96-313,Kady,Dragońska,12.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Grodzisk Mazowiecki, Zachodnia, 8",52.122169494628906,20.709829330444336,495.0,BRA,05-825,Grodzisk Mazowiecki,Zachodnia,8.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-806, Pęcice, Piachy, 28",52.148460388183594,20.849098205566406,2250.0,BHA,05-806,Pęcice,Piachy,28.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-784, Warszawa, Dembowskiego, 17",52.15095138549805,21.030866622924805,54.0,BWC,02-784,Warszawa,Dembowskiego,17.0,1.0,200108_200201_200301,4 czwartek,1 raz w miesiącu,4,Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-972, Warszawa, Aleja Rzeczypospolitej, 33",52.16792678833008,21.06699562072754,495.0,BWA,02-972,Warszawa,Aleja Rzeczypospolitej,33.0,1.0,200108_200201_200301,poniedziałek czwartek sobota,3 razy w tygodniu,"1, 2, 3, 4","Pn, Cz, So",0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-785, Warszawa, Wiolinowa, 25",52.16057205200195,21.026813507080078,495.0,BWC,02-785,Warszawa,Wiolinowa,25.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-634, Warszawa, Racławicka, 18",52.19676208496094,20.992538452148438,108.0,BWC,02-634,Warszawa,Racławicka,18.0,1.0,200108_200201_200301,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-384, Warszawa, Włodarzewska, 27",52.20206069946289,20.956127166748047,495.0,BWA,02-384,Warszawa,Włodarzewska,27.0,1.0,200108_200201_200301,poniedziałek czwartek sobota,3 razy w tygodniu,"1, 2, 3, 4","Pn, Cz, So",0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-840, Domaniewek, Starego Browarnika, 21",52.19170379638672,20.741601943969727,495.0,BHC,05-840,Domaniewek,Starego Browarnika,21.0,1.0,200108_200201_200301,4 czwartek,1 raz w miesiącu,4,Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-840, Brwinów, Józefa Ignacego Kraszewskiego, 20",52.13578796386719,20.72226905822754,495.0,BHB,05-840,Brwinów,Józefa Ignacego Kraszewskiego,20.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Grodzisk Mazowiecki, Marii Konopnickiej, 7",52.10536193847656,20.64594268798828,108.0,BRC,05-825,Grodzisk Mazowiecki,Marii Konopnickiej,7.0,1.0,200108_200201_200301,4 czwartek,1 raz w miesiącu,4,Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Grodzisk Mazowiecki, Sienkiewicza, 33",52.10251235961914,20.627084732055664,108.0,BRC,05-825,Grodzisk Mazowiecki,Sienkiewicza,33.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Grodzisk Mazowiecki, Obrońców Getta, 5",52.10551834106445,20.621007919311523,108.0,BRC,05-825,Grodzisk Mazowiecki,Obrońców Getta,5.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Grodzisk Mazowiecki, Langiewicza, 29",52.111289978027344,20.619102478027344,495.0,BRC,05-825,Grodzisk Mazowiecki,Langiewicza,29.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Grodzisk Mazowiecki, Żeromskiego, 21",52.11147689819336,20.617414474487305,495.0,BRC,05-825,Grodzisk Mazowiecki,Żeromskiego,21.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Kozery, gen. Gustawa Orlicz-Dreszera, 34",52.09760665893555,20.602405548095703,108.0,BWB,05-825,Kozery,gen. Gustawa Orlicz-Dreszera,34.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Kozery, Gruntowa, 13",52.097599029541016,20.59065055847168,495.0,BRC,05-825,Kozery,Gruntowa,13.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Grodzisk Mazowiecki, Gen. Orlicz Dreszera, 33",52.092838287353516,20.58527946472168,495.0,BRA,05-825,Grodzisk Mazowiecki,Gen. Orlicz Dreszera,33.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Janinów, Norweska, 17",52.07860565185547,20.61048126220703,495.0,BRA,05-825,Janinów,Norweska,17.0,1.0,200108_200201_200301,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Kałęczyn, Okopowa, 32",52.08409118652344,20.61693000793457,495.0,BRC,05-825,Kałęczyn,Okopowa,32.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Adamowizna, Niedźwiedzia, 13",52.07709884643555,20.623809814453125,495.0,BRB,05-825,Adamowizna,Niedźwiedzia,13.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Opypy, Piwoniowa, 5",52.07876968383789,20.65669059753418,495.0,BRC,05-825,Opypy,Piwoniowa,5.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-825, Książenice, Młodości, 33",52.072547912597656,20.695575714111328,495.0,BRB,05-825,Książenice,Młodości,33.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-807, Podkowa Leśna, Gołębia, 9",52.1249885559082,20.706159591674805,495.0,BHB,05-807,Podkowa Leśna,Gołębia,9.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-840, Brwinów, Dworska, 17",52.143619537353516,20.71279525756836,54.0,BHC,05-840,Brwinów,Dworska,17.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-840, Koszajec, Św. Józefa, 11",52.168697357177734,20.748554229736328,495.0,BHB,05-840,Koszajec,Św. Józefa,11.0,1.0,200108_200201_200301,wtorek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Cz",0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-840, Brwinów, Świętego Tomasza, 18",52.16419219970703,20.761438369750977,1125.0,BHA,05-840,Brwinów,Świętego Tomasza,18.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-800, Pruszków, Topolowa, 5",52.17143630981445,20.81368637084961,495.0,BHB,05-800,Pruszków,Topolowa,5.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 05-819, Piastów, Noakowskiego, 23",52.18913269042969,20.853801727294922,495.0,BHA,05-819,Piastów,Noakowskiego,23.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-495, Warszawa, Kazimierza Gierdziejewskiego, 7",52.202903747558594,20.873619079589844,495.0,BWC,02-495,Warszawa,Kazimierza Gierdziejewskiego,7.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-945, Warszawa, Posag 7 Panien, 18",52.204341888427734,20.878692626953125,495.0,BWB,02-945,Warszawa,Posag 7 Panien,18.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 01-377, Warszawa, Połczyńska, 11",52.22207260131836,20.924955368041992,495.0,BWA,01-377,Warszawa,Połczyńska,11.0,1.0,200108_200201_200301,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 01-747, Warszawa, Powązkowska, 17",52.25853729248047,20.962650299072266,495.0,BWA,01-747,Warszawa,Powązkowska,17.0,1.0,200108_200201_200301,poniedziałek czwartek sobota,3 razy w tygodniu,"1, 2, 3, 4","Pn, Cz, So",0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 00-252, Warszawa, Górczewska, 8",52.2371826171875,20.969465255737305,495.0,BWC,00-252,Warszawa,Górczewska,8.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 01-014, Warszawa, Żytnia, 13",52.23929214477539,20.98176383972168,495.0,BWA,01-014,Warszawa,Żytnia,13.0,1.0,200108_200201_200301,poniedziałek wtorek czwartek piątek,4 razy w tygodniu,"1, 2, 3, 4","Pn, Wt, Cz, Pt",0.0,0.0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-025, Warszawa, Plac Zawiszy, 5",52.224788665771484,20.988697052001953,54.0,BWA,02-025,Warszawa,Plac Zawiszy,5.0,2.0,200108_200201_200301, P - - C - - - 1 2 3 4 5 O,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 00-844, Warszawa, Grzybowska, 10",52.23780059814453,21.00033187866211,495.0,BWA,00-844,Warszawa,Grzybowska,10.0,1.0,200108_200201_200301,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-497, Warszawa, AL.Jerozolimskie, 8",52.232627868652344,21.023414611816406,495.0,BWA,02-497,Warszawa,AL.Jerozolimskie,8.0,1.0,200108_200201_200301,poniedziałek wtorek środa czwartek piątek,5 razy w tygodniu,"1, 2, 3, 4","Pn, Wt, Sr, Cz, Pt",0.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 00-717, Warszawa, Czerniakowska, 28",52.20262145996094,21.05034828186035,54.0,BWC,00-717,Warszawa,Czerniakowska,28.0,1.0,200108_200201_200301,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301,1.0,4Cz_B_200108_200201_200301
"Poland, 02-507, Warszawa, Obywatelska, 17",52.20892333984375,20.895740509033203,54.0,BRB,02-507,Warszawa,Obywatelska,17.0,1.0,150102_150106_150104_200139,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 05-850, Jawczyce, Wspólna Droga, 11",52.20808410644531,20.852298736572266,54.0,BHC,05-850,Jawczyce,Wspólna Droga,11.0,1.0,150102_150106_150104_200139,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 05-850, Bronisze, Piastowska, 23",52.21152877807617,20.839942932128906,247.5,BRB,05-850,Bronisze,Piastowska,23.0,1.0,150102_150106_150104_200139,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, , Konotopa, Fiołkowa, 23",52.197853088378906,20.849905014038086,27.0,BWC,,Konotopa,Fiołkowa,23.0,1.0,150102_150106_150104_200139,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 02-495, Warszawa, Ryżowa, 22",52.19742965698242,20.91162109375,1125.0,BWB,02-495,Warszawa,Ryżowa,22.0,1.0,150102_150106_150104_200139,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 05-822, Milanówek, Królewska, 27",52.125064849853516,20.689050674438477,247.5,BRA,05-822,Milanówek,Królewska,27.0,1.0,150102_150106_150104_200139,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 96-300, Żyrardów, Jaktorowska, 32",52.05134963989258,20.45602035522461,247.5,BRA,96-300,Żyrardów,Jaktorowska,32.0,1.0,150102_150106_150104_200139,co tydzień poniedziałek,1 raz w tygodniu,"1, 2, 3, 4",Pn,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 96-300, Żyrardów, Legionów Polskich, 28",52.05126953125,20.433229446411133,27.0,BRC,96-300,Żyrardów,Legionów Polskich,28.0,1.0,150102_150106_150104_200139,2 poniedziałek,1 raz w miesiącu,2,Pn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 96-300, Żyrardów, Okrzei, 23",52.05466079711914,20.443710327148438,54.0,BRB,96-300,Żyrardów,Okrzei,23.0,1.0,150102_150106_150104_200139,2 i 4 poniedziałek,2 razy w miesiącu,"2, 4",Pn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
"Poland, 96-300, Żyrardów, Jana Kilińskiego, 15",52.0622673034668,20.441905975341797,27.0,BRC,96-300,Żyrardów,Jana Kilińskiego,15.0,1.0,150102_150106_150104_200139,2 poniedziałek,1 raz w miesiącu,2,Pn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2Pn,2Pn_B_150102_150106_150104_200139,1.0,2Pn_B_150102_150106_150104_200139
